Transacao_ID;Cliente_Nome;Cliente_Email;Debito_Credito;Tipo_Transacao;Status;Tipo_Pagamento;Valor_Bruto;Valor_Desconto;Valor_Taxa;Valor_Liquido;Transportadora;Num_Envio;Data_Transacao;Data_Compensacao;Ref_Transacao;Parcelas;Codigo_Usuario;Codigo_Venda;Serial_Leitor;Recebimentos;Recebidos;Valor_Recebido;Valor_Tarifa_Intermediacao;Valor_Taxa_Intermediacao;Valor_Taxa_Parcelamento;Valor_Tarifa_Boleto;Bandeira_Cartao_Credito 
13D46B29-6B9D-45A2-9709-99DBC0594F63;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;56,2100;0,0000;0,9600;55,2500;;;11/01/2018 20:33:18;11/02/2018 00:00:00;;1;027955;565423;68445089;1;0;0,0000;0,0000;0,9600;0,0000;0,0000;Hipercard;
74A99BB8-E860-4D2C-A2CE-4127EB1FDCBC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;43,3600;0,0000;0,7400;42,6200;;;11/01/2018 20:31:38;11/02/2018 00:00:00;;1;027955;46178;68445089;1;0;0,0000;0,0000;0,7400;0,0000;0,0000;Hipercard;
58938D25-3603-4C52-8AB9-0FD7559C99CD;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;57,7900;0,0000;0,5800;57,2100;;;11/01/2018 20:21:18;12/01/2018 00:00:00;;1;027955;407261;68445089;1;1;57,2100;0,0000;0,5800;0,0000;0,0000;;
175E3448-5904-4226-83C8-75355AE0FD4E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;17,7300;0,0000;0,1800;17,5500;;;11/01/2018 20:18:06;12/01/2018 00:00:00;;1;027955;560506;68445089;1;1;17,5500;0,0000;0,1800;0,0000;0,0000;;
A39A5828-E9DC-4EAB-ABD3-112B03C6E9C0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;61,6500;0,0000;0,6200;61,0300;;;11/01/2018 20:15:37;12/01/2018 00:00:00;;1;027955;559664;68445089;1;1;61,0300;0,0000;0,6200;0,0000;0,0000;;
9CF19EA0-95FD-4516-9B5A-78A399A952EB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;148,9600;0,0000;2,5300;146,4300;;;11/01/2018 20:14:04;11/02/2018 00:00:00;;1;027955;237954;68445089;1;0;0,0000;0,0000;2,5300;0,0000;0,0000;MasterCard;
4B910AB5-392D-4671-85AE-5314AA650071;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;143,2200;0,0000;2,4300;140,7900;;;11/01/2018 20:10:47;11/02/2018 00:00:00;;1;027955;237045;68445089;1;0;0,0000;0,0000;2,4300;0,0000;0,0000;Visa;
79216C94-23C2-467B-8793-E87FFD04220A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;39,2500;0,0000;0,6700;38,5800;;;11/01/2018 20:08:56;11/02/2018 00:00:00;;1;027955;236547;68445089;1;0;0,0000;0,0000;0,6700;0,0000;0,0000;MasterCard;
C60B65E1-EE62-4978-8E30-9A8CADA49DED;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;22,2400;0,0000;0,3800;21,8600;;;11/01/2018 19:57:32;11/02/2018 00:00:00;;1;027955;36922;68445089;1;0;0,0000;0,0000;0,3800;0,0000;0,0000;Visa;
F3A191ED-866C-47B2-89A6-BA978B97B2D9;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;38,2300;0,0000;0,6500;37,5800;;;11/01/2018 19:55:31;11/02/2018 00:00:00;;1;027955;36283;68445089;1;0;0,0000;0,0000;0,6500;0,0000;0,0000;MasterCard;
F462AAAE-68B1-4A7E-8DA7-0BCAAED56BC0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;53,3300;0,0000;0,5300;52,8000;;;11/01/2018 19:54:15;12/01/2018 00:00:00;;1;027955;745176;68445089;1;1;52,8000;0,0000;0,5300;0,0000;0,0000;;
94906633-40D0-4C66-81FD-F25C87590880;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;57,0500;0,0000;0,5700;56,4800;;;11/01/2018 19:48:06;12/01/2018 00:00:00;;1;027955;549929;68445089;1;1;56,4800;0,0000;0,5700;0,0000;0,0000;;
38AB5EAA-6051-4779-B0DF-264C60A97107;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;11,9000;0,0000;0,2000;11,7000;;;11/01/2018 19:47:02;11/02/2018 00:00:00;;1;027955;742977;68445089;1;0;0,0000;0,0000;0,2000;0,0000;0,0000;Visa;
5A1100FA-6623-474A-BDB1-C82B89C5353A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;13,5800;0,0000;0,1400;13,4400;;;11/01/2018 19:30:07;12/01/2018 00:00:00;;1;027955;391297;68445089;1;1;13,4400;0,0000;0,1400;0,0000;0,0000;;
1F8CB768-621D-4717-AA65-0E7DD6956036;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;23,8000;0,0000;0,2400;23,5600;;;11/01/2018 19:13:31;12/01/2018 00:00:00;;1;027955;387511;68445089;1;1;23,5600;0,0000;0,2400;0,0000;0,0000;;
60C74958-39C5-45E4-A097-ADF662D73831;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;33,1600;0,0000;0,5600;32,6000;;;11/01/2018 18:59:15;11/02/2018 00:00:00;;1;027955;720181;68445089;1;0;0,0000;0,0000;0,5600;0,0000;0,0000;Visa;
EBF5B146-9327-4C90-AC94-A291343A7920;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;33,8500;0,0000;0,5800;33,2700;;;11/01/2018 16:20:03;11/02/2018 00:00:00;;1;027955;822937;68123325;1;0;0,0000;0,0000;0,5800;0,0000;0,0000;Visa;
E9066474-5BBB-49E4-B035-877273C9F88B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;21,5200;0,0000;0,2200;21,3000;;;11/01/2018 16:19:12;12/01/2018 00:00:00;;1;027955;822549;68123325;1;1;21,3000;0,0000;0,2200;0,0000;0,0000;;
D2D458CB-431F-49A4-9037-DA19C848A9CE;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;38,5900;0,0000;0,3900;38,2000;;;11/01/2018 16:18:30;12/01/2018 00:00:00;;1;027955;319854;68123325;1;1;38,2000;0,0000;0,3900;0,0000;0,0000;;
D1E736E0-16F3-41B8-9E62-3FDCC4D54189;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;54,2200;0,0000;0,5400;53,6800;;;11/01/2018 16:16:51;12/01/2018 00:00:00;;1;027955;319144;68123325;1;1;53,6800;0,0000;0,5400;0,0000;0,0000;;
519887D7-BE01-473E-8F5D-86DF37324474;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;120,1500;0,0000;2,0400;118,1100;;;11/01/2018 16:15:51;11/02/2018 00:00:00;;1;027955;485164;68123325;1;0;0,0000;0,0000;2,0400;0,0000;0,0000;MasterCard;
AD394311-8C3F-4723-B39D-09436A6055E9;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;41,0300;0,0000;0,4100;40,6200;;;11/01/2018 16:14:53;12/01/2018 00:00:00;;1;027955;36258;68123325;1;1;40,6200;0,0000;0,4100;0,0000;0,0000;;
97CE1252-5420-4775-81D1-ABBE51D43821;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;116,6200;0,0000;1,9800;114,6400;;;11/01/2018 16:11:48;11/02/2018 00:00:00;;1;027955;820023;68123325;1;0;0,0000;0,0000;1,9800;0,0000;0,0000;Visa;
5075C1F0-F7E8-49B0-8187-7036FEE05B99;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;80,5000;0,0000;1,3700;79,1300;;;11/01/2018 16:09:53;11/02/2018 00:00:00;;1;027955;150749;68123325;1;0;0,0000;0,0000;1,3700;0,0000;0,0000;MasterCard;
1AC6CA8C-4ADC-4DF8-88FD-9A323857DEF4;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;75,6900;0,0000;1,2900;74,4000;;;11/01/2018 16:03:00;11/02/2018 00:00:00;;1;027955;314021;68123325;1;0;0,0000;0,0000;1,2900;0,0000;0,0000;Visa;
999529B2-70F3-4F5F-A993-51494C20F9C8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;76,4600;0,0000;0,7600;75,7000;;;11/01/2018 15:59:18;12/01/2018 00:00:00;;1;027955;479126;68276701;1;1;75,7000;0,0000;0,7600;0,0000;0,0000;;
3F65FEC8-0A94-405D-AB0F-B03705994FCF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;131,2200;0,0000;2,2300;128,9900;;;11/01/2018 15:52:20;11/02/2018 00:00:00;;1;027955;145190;68123325;1;0;0,0000;0,0000;2,2300;0,0000;0,0000;Visa;
F2E1167F-1973-45E9-8EC5-03B61296E2AA;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;39,6700;0,0000;0,4000;39,2700;;;11/01/2018 15:51:40;12/01/2018 00:00:00;;1;027955;476322;68276701;1;1;39,2700;0,0000;0,4000;0,0000;0,0000;;
795D8221-F6F4-4AE7-963F-C1B2922D2D07;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;70,0000;0,0000;0,7000;69,3000;;;11/01/2018 15:51:14;12/01/2018 00:00:00;;1;027955;144841;68123325;1;1;69,3000;0,0000;0,7000;0,0000;0,0000;;
0480214B-9A1F-42D6-B339-7780FE0D2B6A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;51,8300;0,0000;0,8800;50,9500;;;11/01/2018 15:50:26;11/02/2018 00:00:00;;1;027955;637046;68276701;1;0;0,0000;0,0000;0,8800;0,0000;0,0000;Visa;
0D7EE7FC-62AF-4127-AA70-5BF9B59EBAFD;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;50,6600;0,0000;0,5100;50,1500;;;11/01/2018 15:50:22;12/01/2018 00:00:00;;1;027955;813128;68123325;1;1;50,1500;0,0000;0,5100;0,0000;0,0000;;
E18EC301-CDD5-48AE-9985-8AEADF0EE7C1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;48,9900;0,0000;0,4900;48,5000;;;11/01/2018 15:49:29;12/01/2018 00:00:00;;1;027955;976221;68123325;1;1;48,5000;0,0000;0,4900;0,0000;0,0000;;
E2430D17-1D36-4752-8E36-B4C83E3F562D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;42,1400;0,0000;0,7200;41,4200;;;11/01/2018 15:48:17;11/02/2018 00:00:00;;1;027955;812453;68123325;1;0;0,0000;0,0000;0,7200;0,0000;0,0000;Visa;
8A742FC2-47E9-4451-B9BD-8BE93F995E9B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;76,0700;0,0000;1,2900;74,7800;;;11/01/2018 15:45:11;11/02/2018 00:00:00;;1;027955;307914;68123325;1;0;0,0000;0,0000;1,2900;0,0000;0,0000;Visa;
BD1C1DBA-5935-450E-8FA3-CC67ED1BC1D1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;59,0500;0,0000;1,0000;58,0500;;;11/01/2018 15:44:34;11/02/2018 00:00:00;;1;027955;635057;68276701;1;0;0,0000;0,0000;1,0000;0,0000;0,0000;Visa;
58BC4A34-6DDD-4E3F-ADDF-3BEA92AF21DF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;34,1700;0,0000;0,5800;33,5900;;;11/01/2018 15:41:13;11/02/2018 00:00:00;;1;027955;472612;68276701;1;0;0,0000;0,0000;0,5800;0,0000;0,0000;MasterCard;
50AD7D23-3930-40F2-8667-59A96B27FC08;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;38,0300;0,0000;0,6500;37,3800;;;11/01/2018 15:40:41;11/02/2018 00:00:00;;1;027955;973240;68276701;1;0;0,0000;0,0000;0,6500;0,0000;0,0000;Visa;
0C18AE5D-C83E-4D4A-ACDE-5EB4FF2F0B20;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;30,9500;0,0000;0,3100;30,6400;;;11/01/2018 15:39:42;12/01/2018 00:00:00;;1;027955;141125;68123325;1;1;30,6400;0,0000;0,3100;0,0000;0,0000;;
09F67791-172C-4055-87DA-FF31199FBE99;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;46,2600;0,0000;0,7900;45,4700;;;11/01/2018 15:34:48;11/02/2018 00:00:00;;1;027955;808032;68276701;1;0;0,0000;0,0000;0,7900;0,0000;0,0000;MasterCard;
854799EB-20E4-44D6-9E95-5BB23B4837D1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;146,2000;0,0000;2,4900;143,7100;;;11/01/2018 15:34:07;11/02/2018 00:00:00;;1;027955;807812;68123325;1;0;0,0000;0,0000;2,4900;0,0000;0,0000;MasterCard;
81EA71A1-E2BA-4D55-B510-91BA8A99C790;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;39,5600;0,0000;0,4000;39,1600;;;11/01/2018 15:30:24;12/01/2018 00:00:00;;1;027955;469075;68276701;1;1;39,1600;0,0000;0,4000;0,0000;0,0000;;
21F27475-9CFB-4D78-86CE-06B7D7D16A15;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;33,4100;0,0000;0,5700;32,8400;;;11/01/2018 15:29:41;11/02/2018 00:00:00;;1;027955;630701;68276701;1;0;0,0000;0,0000;0,5700;0,0000;0,0000;Visa;
A380869F-8E4D-4275-864C-1F1E8A406F0C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;36,8400;0,0000;0,3700;36,4700;;;11/01/2018 15:28:58;12/01/2018 00:00:00;;1;027955;468621;68276701;1;1;36,4700;0,0000;0,3700;0,0000;0,0000;;
F34801A1-666C-4994-BE26-DA03AB2608A4;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;36,1300;0,0000;0,3600;35,7700;;;11/01/2018 15:28:10;12/01/2018 00:00:00;;1;027955;468341;68276701;1;1;35,7700;0,0000;0,3600;0,0000;0,0000;;
EDA63E7B-EEB4-4075-8354-8A766CE8C3D0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;64,9800;0,0000;1,1000;63,8800;;;11/01/2018 15:27:10;11/02/2018 00:00:00;;1;027955;629920;68276701;1;0;0,0000;0,0000;1,1000;0,0000;0,0000;Visa;
292EF042-6507-41C4-A4EA-E867D1237362;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;23,4800;0,0000;0,2300;23,2500;;;11/01/2018 15:22:21;12/01/2018 00:00:00;;1;027955;530680;68123325;1;1;23,2500;0,0000;0,2300;0,0000;0,0000;;
DC6F1C55-942A-4F56-9492-6085F86E0EC3;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;149,5600;0,0000;1,5000;148,0600;;;11/01/2018 15:19:26;12/01/2018 00:00:00;;1;027955;465573;68123325;1;1;148,0600;0,0000;1,5000;0,0000;0,0000;;
AA8958E9-A1C8-41D1-8051-E54A41FEAA55;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;44,3000;0,0000;0,7500;43,5500;;;11/01/2018 15:18:18;11/02/2018 00:00:00;;1;027955;965098;68123325;1;0;0,0000;0,0000;0,7500;0,0000;0,0000;Visa;
61EB74AB-54FA-4EE5-A8D4-171893F49D7E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;53,1000;0,0000;0,9000;52,2000;;;11/01/2018 15:17:14;11/02/2018 00:00:00;;1;027955;801768;68123325;1;0;0,0000;0,0000;0,9000;0,0000;0,0000;MasterCard;
3938F199-AB3D-4D60-AC6B-E5E0CD436346;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;40,6400;0,0000;0,6900;39,9500;;;11/01/2018 15:16:13;11/02/2018 00:00:00;;1;027955;298776;68123325;1;0;0,0000;0,0000;0,6900;0,0000;0,0000;MasterCard;
601A682B-0CAF-480E-8A1D-0DCF5537CB30;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;139,0400;0,0000;2,3600;136,6800;;;11/01/2018 15:09:18;11/02/2018 00:00:00;;1;027955;625360;68123325;1;0;0,0000;0,0000;2,3600;0,0000;0,0000;Visa;
15827009-D7C7-4717-9920-A45192406851;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;38,0300;0,0000;0,6500;37,3800;;;11/01/2018 15:07:44;11/02/2018 00:00:00;;1;027955;296393;68123325;1;0;0,0000;0,0000;0,6500;0,0000;0,0000;MasterCard;
61BFAF12-AE6A-4B59-8266-38D2B596231C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;88,0100;0,0000;0,8800;87,1300;;;11/01/2018 15:07:31;12/01/2018 00:00:00;;1;027955;461816;68276701;1;1;87,1300;0,0000;0,8800;0,0000;0,0000;;
68B8BAC0-AE2F-4E60-A833-FAAEDA9DDCD4;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;58,0700;0,0000;0,9900;57,0800;;;11/01/2018 15:06:32;11/02/2018 00:00:00;;1;027955;129499;68276701;1;0;0,0000;0,0000;0,9900;0,0000;0,0000;Visa;
7BDFAB1F-2FB8-4C17-8FE1-A07FB433F66F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;39,4100;0,0000;0,3900;39,0200;;;11/01/2018 15:05:58;12/01/2018 00:00:00;;1;027955;295857;68276701;1;1;39,0200;0,0000;0,3900;0,0000;0,0000;;
C1123CF8-E26A-4282-9308-2ED203290FDF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;69,8900;0,0000;1,1900;68,7000;;;11/01/2018 15:04:16;11/02/2018 00:00:00;;1;027955;796949;68123325;1;0;0,0000;0,0000;1,1900;0,0000;0,0000;Visa;
1B9FC151-55BF-44C8-B1F3-A73567271744;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;74,5700;0,0000;0,7500;73,8200;;;11/01/2018 15:03:22;12/01/2018 00:00:00;;1;027955;295048;68123325;1;1;73,8200;0,0000;0,7500;0,0000;0,0000;;
571EA9F6-A7DF-4509-86BE-A2895C1E6A8B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;59,1500;0,0000;0,5900;58,5600;;;11/01/2018 15:00:48;12/01/2018 00:00:00;;1;027955;795685;68123325;1;1;58,5600;0,0000;0,5900;0,0000;0,0000;;
45EF457A-91D9-436F-965C-FF00F0B5BC79;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;155,7800;0,0000;1,5600;154,2200;;;11/01/2018 15:00:04;12/01/2018 00:00:00;;1;027955;623036;68276701;1;1;154,2200;0,0000;1,5600;0,0000;0,0000;;
37A3FED5-1E99-4F8B-8558-2AC34D39DAFD;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;131,3600;0,0000;2,2300;129,1300;;;11/01/2018 14:59:46;11/02/2018 00:00:00;;1;027955;958687;68123325;1;0;0,0000;0,0000;2,2300;0,0000;0,0000;MasterCard;
9D29CD8C-CD73-4B33-943C-84B3AE3F8FD8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;56,0600;0,0000;0,5600;55,5000;;;11/01/2018 14:58:36;12/01/2018 00:00:00;;1;027955;293452;68123325;1;1;55,5000;0,0000;0,5600;0,0000;0,0000;;
C28A74C7-81A0-4B30-BCA9-78E272A28A5D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;52,1700;0,0000;0,8900;51,2800;;;11/01/2018 14:58:09;11/02/2018 00:00:00;;1;027955;126653;68276701;1;0;0,0000;0,0000;0,8900;0,0000;0,0000;Visa;
62D834C4-236E-473E-B555-B6BCC98C7CCC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;109,3700;0,0000;1,0900;108,2800;;;11/01/2018 14:57:18;12/01/2018 00:00:00;;1;027955;794473;68276701;1;1;108,2800;0,0000;1,0900;0,0000;0,0000;;
BAB0B027-DD13-4754-A543-021D86AB0567;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;26,8400;0,0000;0,4600;26,3800;;;11/01/2018 14:56:38;11/02/2018 00:00:00;;1;027955;622127;68123325;1;0;0,0000;0,0000;0,4600;0,0000;0,0000;Visa;
F99771E8-58C7-4ED1-984A-D3F1D91A5B8C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;41,3000;0,0000;0,7000;40,6000;;;11/01/2018 14:56:32;11/02/2018 00:00:00;;1;027955;126145;68276701;1;0;0,0000;0,0000;0,7000;0,0000;0,0000;Visa;
2A661069-31ED-4179-9003-EA388668CC8E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;59,2900;0,0000;1,0100;58,2800;;;11/01/2018 14:55:49;11/02/2018 00:00:00;;1;027955;458146;68276701;1;0;0,0000;0,0000;1,0100;0,0000;0,0000;MasterCard;
C672D9CB-D272-4AEF-95D0-8F59D229C16B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;53,6800;0,0000;0,5400;53,1400;;;11/01/2018 14:55:11;12/01/2018 00:00:00;;1;027955;125692;68276701;1;1;53,1400;0,0000;0,5400;0,0000;0,0000;;
F7B68E7A-FFED-47E4-8263-FAD88460C696;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;55,5300;0,0000;0,5600;54,9700;;;11/01/2018 14:54:55;12/01/2018 00:00:00;;1;027955;30191;68123325;1;1;54,9700;0,0000;0,5600;0,0000;0,0000;;
1FA041BB-7147-444F-90B9-D7997BB7CD27;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;95,0800;0,0000;0,9500;94,1300;;;11/01/2018 14:54:07;12/01/2018 00:00:00;;1;027955;125373;68123325;1;1;94,1300;0,0000;0,9500;0,0000;0,0000;;
66C64D0F-7A0E-4405-9A4F-B000E3440963;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;62,2200;0,0000;1,0600;61,1600;;;11/01/2018 14:53:56;11/02/2018 00:00:00;;1;027955;291981;68276701;1;0;0,0000;0,0000;1,0600;0,0000;0,0000;MasterCard;
4C2F35BC-6C7B-4770-9849-D777305CD8E5;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;45,8900;0,0000;0,7800;45,1100;;;11/01/2018 14:53:08;11/02/2018 00:00:00;;1;027955;621172;68123325;1;0;0,0000;0,0000;0,7800;0,0000;0,0000;Visa;
36085509-E4E0-4555-BB9A-6B71A2E83614;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;46,1800;0,0000;0,4600;45,7200;;;11/01/2018 14:53:07;12/01/2018 00:00:00;;1;027955;528959;68276701;1;1;45,7200;0,0000;0,4600;0,0000;0,0000;;
43663660-68C6-4A94-80D7-8A6FA5E807AB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;35,2200;0,0000;0,3500;34,8700;;;11/01/2018 14:52:26;12/01/2018 00:00:00;;1;027955;291489;68276701;1;1;34,8700;0,0000;0,3500;0,0000;0,0000;;
412CAA44-39DE-40C4-9B5E-D2F71CF3A2F8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;44,7600;0,0000;0,7600;44,0000;;;11/01/2018 14:52:25;11/02/2018 00:00:00;;1;027955;956232;68123325;1;0;0,0000;0,0000;0,7600;0,0000;0,0000;Visa;
15694534-179E-4654-9765-CD70A360AB5D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;43,9600;0,0000;0,7500;43,2100;;;11/01/2018 14:51:45;11/02/2018 00:00:00;;1;027955;196467;68276701;1;0;0,0000;0,0000;0,7500;0,0000;0,0000;Elo;
A7294EB9-0DF7-43E4-ACC3-6B85490BF9B1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;110,6600;0,0000;1,8800;108,7800;;;11/01/2018 14:51:28;11/02/2018 00:00:00;;1;027955;291222;68123325;1;0;0,0000;0,0000;1,8800;0,0000;0,0000;MasterCard;
49FA1C64-5E4C-441F-8CEF-80F79A3FEE79;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;22,8100;0,0000;0,2300;22,5800;;;11/01/2018 14:51:09;12/01/2018 00:00:00;;1;027955;124404;68276701;1;1;22,5800;0,0000;0,2300;0,0000;0,0000;;
9117C7A0-137A-4CAA-89CE-25B78DC396C1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;45,3900;0,0000;0,4500;44,9400;;;11/01/2018 14:50:32;12/01/2018 00:00:00;;1;027955;456557;68123325;1;1;44,9400;0,0000;0,4500;0,0000;0,0000;;
C3C84537-2A1D-4F26-886D-4542F8876E7E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;19,8400;0,0000;0,3400;19,5000;;;11/01/2018 14:50:28;11/02/2018 00:00:00;;1;027955;290921;68276701;1;0;0,0000;0,0000;0,3400;0,0000;0,0000;Visa;
3214342B-126E-4DC8-A0EF-154F1DD9D59F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;42,4900;0,0000;0,7200;41,7700;;;11/01/2018 14:49:50;11/02/2018 00:00:00;;1;027955;955307;68276701;1;0;0,0000;0,0000;0,7200;0,0000;0,0000;Visa;
C3EEE9BB-0FE6-4B9D-83FC-243C1B8949CC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;63,6100;0,0000;1,0800;62,5300;;;11/01/2018 14:49:48;11/02/2018 00:00:00;;1;027955;620206;68123325;1;0;0,0000;0,0000;1,0800;0,0000;0,0000;Visa;
513A87CA-7D56-472F-AD64-B6311665B843;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;46,4100;0,0000;0,7900;45,6200;;;11/01/2018 14:49:03;11/02/2018 00:00:00;;1;027955;290474;68123325;1;0;0,0000;0,0000;0,7900;0,0000;0,0000;Visa;
46672629-9C04-4BD1-B50B-070AF2A3C124;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;35,2800;0,0000;0,6000;34,6800;;;11/01/2018 14:48:57;11/02/2018 00:00:00;;1;027955;290447;68276701;1;0;0,0000;0,0000;0,6000;0,0000;0,0000;Visa;
0888B287-D034-4A5E-A7AC-C05A9CEA983C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;35,0100;0,0000;0,3500;34,6600;;;11/01/2018 14:47:24;12/01/2018 00:00:00;;1;027955;790982;68276701;1;1;34,6600;0,0000;0,3500;0,0000;0,0000;;
B9BE39A0-E52A-4184-A030-D496D4A33827;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;88,9700;0,0000;0,8900;88,0800;;;11/01/2018 14:47:23;12/01/2018 00:00:00;;1;027955;289943;68123325;1;1;88,0800;0,0000;0,8900;0,0000;0,0000;;
